@relation 'refined_final_refactor-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,21'

@attribute anon numeric
@attribute file numeric
@attribute kernel numeric
@attribute kernel_stack numeric
@attribute pagetables numeric
@attribute percpu numeric
@attribute sock numeric
@attribute vmalloc numeric
@attribute shmem numeric
@attribute file_mapped numeric
@attribute file_dirty numeric
@attribute file_writeback numeric
@attribute swapcached numeric
@attribute inactive_anon numeric
@attribute active_anon numeric
@attribute inactive_file numeric
@attribute active_file numeric
@attribute slab numeric
@attribute memory.swap.current numeric
@attribute memory.current numeric
@attribute usage_usec_delta numeric
@attribute user_usec_delta numeric
@attribute system_usec_delta numeric
@attribute nr_throttled/sec numeric
@attribute throttled_usec/sec numeric
@attribute rbytes/sec numeric
@attribute wbytes/sec numeric
@attribute rios/sec numeric
@attribute wios/sec numeric
@attribute workingset_refault_anon/sec numeric
@attribute workingset_refault_file/sec numeric
@attribute workingset_activate_anon/sec numeric
@attribute workingset_activate_file/sec numeric
@attribute workingset_restore_anon/sec numeric
@attribute workingset_restore_file/sec numeric
@attribute pgscan/sec numeric
@attribute pgsteal/sec numeric
@attribute pgscan_kswapd/sec numeric
@attribute pgscan_direct/sec numeric
@attribute pgsteal_kswapd/sec numeric
@attribute pgsteal_direct/sec numeric
@attribute pgfault/sec numeric
@attribute pgmajfault/sec numeric
@attribute pgrefill/sec numeric
@attribute pgactivate/sec numeric
@attribute rx_bytes/sec numeric
@attribute tx_packets/sec numeric
@attribute rx_packets/sec numeric
@attribute tx_bytes/sec numeric
@attribute slab_reclaimable_ratio numeric
@attribute slab_unreclaimable_ratio numeric
@attribute status {0,1,2,3}

@data
13463552,2029297664,103804928,4456448,3076096,5760,0,16384,196608,3256320,5459968,10240000,3006464,3620864,10702848,2020790272,8216576,95919136,10809344,2147479552,4746950,377582,4369367,0,0,5177.22,60400888.99,1.26,111.65,0,1.26,0,0.42,0,0,14992.36,14992.36,0,14992.36,0,14992.36,595.12,0,1.69,0,53287.48,559.94,373.29,336832.91,0.96,0.04,3
13459456,2029375488,103800832,4456448,3076096,5760,0,16384,196608,3264512,8675328,0,3006464,3620864,10694656,2020937728,8241152,95921472,10809344,2147471360,4895342,370196,4525146,0,0,3346.86,60753785.95,0.82,138.29,0,0.61,0,0,0,0,14982.41,14982.41,0,14982.41,0,14982.41,576.87,0,1.23,0,53888.37,566.25,377.5,340995.79,0.96,0.04,3
13459456,2029137920,103792640,4456448,3076096,5760,0,16384,196608,3354624,4358144,10240000,3006464,3620864,10694656,2020679680,8257536,95900752,10809344,2147217408,4910177,466684,4443493,0,0,3336.74,62563936.09,0.81,118.73,0,0.81,0,0,0,0,15067.48,15067.48,0,15067.48,0,15067.48,595.09,0,0.81,0,54307,570.65,380.43,345614.02,0.96,0.04,3
13459456,2029117440,103825408,4456448,3076096,5760,0,16384,196608,3346432,798720,10240000,3006464,3620864,10694656,2020597760,8269824,95939168,10809344,2147348480,4928811,375066,4553746,0,0,1662.06,62327405.13,0.41,116.26,0,0.81,0,0.41,0,0,15036.49,15036.49,0,15036.49,0,15036.49,593.25,0,0.61,0,54449.24,572.15,381.43,347314.39,0.96,0.04,3
13455360,2029215744,103821312,4456448,3080192,5760,0,16384,196608,3358720,7548928,40960000,3006464,3620864,10694656,2020655104,8298496,95917432,10809344,2147471360,4631172,382922,4248249,0,0,4422.21,59699790.9,1.08,111.2,0,1.08,0,0,0,0,14924.95,14924.95,0,14924.95,0,14924.95,569.83,0,1.51,0,56715.67,595.96,397.31,363717.65,0.96,0.04,3
13459456,2028519424,103833600,4456448,3076096,5760,0,16384,196608,3325952,9412608,83062784,3006464,3620864,10694656,2019995648,8327168,95932560,10809344,2146988032,2960413,276465,2683948,0,0,2767.18,59187244.48,0.68,111.13,0,1.35,0,0.68,0,0,14657.41,14657.41,0,14657.41,0,14657.41,559.72,0,2.36,0,85830.93,901.9,601.27,551541.96,0.96,0.04,3
13471744,2029039616,103813120,4456448,3076096,5760,0,16384,196608,3350528,10518528,51200000,3006464,3620864,10711040,2020491264,8351744,95912024,10809344,2147119104,1475084,156660,1318424,0,0,0,54763872.43,0,101.69,0,0,0,0,0,0,13450.08,13450.08,0,13450.08,0,13450.08,533.53,0,4.07,0,182287.25,1914.47,1276.54,1173598.93,0.96,0.04,3
13467648,2029432832,103829504,4456448,3076096,5760,0,16384,196608,3325952,843776,20480000,3006464,3620864,10702848,2020810752,8380416,95940216,10809344,2147418112,2938827,247881,2690947,0,0,1393.75,62888939.02,0.34,161.63,0,0.68,0,0.68,0,0,14503.75,14503.75,0,14503.75,0,14503.75,597.52,0,2.38,0,91530.74,962.29,641.41,593287.05,0.96,0.04,3
13524992,2028990464,103792640,4456448,3076096,5760,0,16384,196608,3383296,7335936,10240000,3006464,3620864,10760192,2020347904,8413184,95899872,10809344,2147475456,4746976,344216,4402759,0,0,2588.6,60400558.17,0.63,112.49,0,0.21,0,0,0,0,15100.14,15100.14,0,15100.14,0,15100.14,580.58,0,1.69,0,51843.74,544.77,363.18,336760.29,0.96,0.04,3
13524992,2029142016,103792640,4456448,3076096,5760,0,16384,196608,3358720,6221824,10240000,3006464,3620864,10764288,2020491264,8425472,95906008,10809344,2147262464,4802805,381105,4421700,0,0,3411.34,61830534.45,0.83,117.01,0,1.46,0,0,0,0,15031.22,15031.22,0,15031.22,0,15031.22,589.86,0,0.62,0,54569.99,573.41,382.28,355569.09,0.96,0.04,3
13529088,2028900352,103792640,4456448,3076096,5760,0,16384,196608,3358720,8134656,7335936,3006464,3620864,10768384,2020241408,8441856,95901664,10809344,2147217408,4686596,414843,4271754,0,0,5243.89,61178731.86,1.28,118,0,2.56,0,0,0,0,15048.88,15048.88,0,15048.88,0,15048.88,582.94,0,0.85,0,54948.41,577.39,384.93,358982.72,0.96,0.04,3
13533184,2028650496,103788544,4456448,3076096,5760,0,16384,196608,3248128,8462336,1851392,3006464,3620864,10772480,2019975168,8450048,95901104,10809344,2146934784,4961080,386485,4574594,0,0,1651.25,61922000.85,0.4,116.31,0,0.81,0,0,0,0,15145.09,15145.09,0,15145.09,0,15145.09,589.59,0,0.4,0,50987.49,535.77,357.18,334560.42,0.96,0.04,3
13537280,2028613632,103809024,4456448,3076096,5760,0,16384,196608,3248128,1019904,9564160,3006464,3620864,10772480,2019942400,8474624,95912408,10809344,2146889728,4713445,425823,4287623,0,0,4345.02,62858496.07,1.06,118.38,0,1.91,0,0,0,0,14963.15,14963.15,0,14963.15,0,14963.15,578.98,0,1.27,0,55241.12,580.47,386.98,363175.13,0.96,0.04,3
13541376,2029326336,103813120,4456448,3076096,5760,0,16384,196608,3358720,7880704,1851392,3006464,3620864,10776576,2020585472,8486912,95915160,10809344,2147360768,4617637,322612,4295025,0,0,3548.14,60125810.67,0.87,139.03,0,2.17,0,0,0,0,14996.41,14996.41,0,14996.41,0,14996.41,592.94,0,0.65,0,56634.59,595.11,396.74,374289.71,0.96,0.04,3
13537280,2028769280,103776256,4456448,3076096,5760,0,16384,196608,3379200,5296128,10240000,3006464,3620864,10776576,2020073472,8491008,95885120,10809344,2146930688,4630372,389980,4240391,0,0,3538.38,61921590.75,0.86,117.05,0,2.59,0,0,0,0,15010.46,15010.46,0,15010.46,0,15010.46,590.67,0,0.22,0,57095.41,599.95,399.97,378497.88,0.96,0.04,3
13537280,2028998656,103792640,4456448,3076096,5760,0,16384,196608,3350528,5824512,0,3006464,3620864,10772480,2020253696,8503296,95904312,10809344,2147213312,4835516,430026,4405491,0,0,4235.33,61412267.07,1.03,115.6,0,2.69,0,0,0,0,15008.95,15008.95,0,15008.95,0,15008.95,584.43,0,0.62,0,51366.8,539.76,359.84,341620.42,0.96,0.04,3
13549568,2028638208,103776256,4456448,3076096,5760,0,16384,196608,3371008,3399680,10240000,3006464,3620864,10780672,2019844096,8556544,95880632,10809344,2146697216,4677553,464510,4213042,0,0,6129.7,61297007.22,1.5,116.51,0,2.78,0,0,0,0,14859.05,14859.05,0,14859.05,0,14859.05,585.14,0,2.78,0,57618.16,605.44,403.63,383958.88,0.96,0.04,3
13549568,2029166592,103776256,4456448,3076096,5760,0,16384,196608,3387392,5304320,10240000,3006464,3620864,10784768,2020323328,8601600,95883064,10809344,2147221504,4584546,380821,4203725,0,0,4467.18,60306952.97,1.09,117.13,0,3.27,0,0,0,0,14797.54,14797.54,0,14797.54,0,14797.54,573.88,0,2.4,0,55797.89,586.32,390.88,373041.3,0.96,0.04,3
13553664,2027036672,103731200,4456448,3076096,5760,0,16384,196608,3334144,6627328,10240000,3006464,3620864,10792960,2018222080,8617984,95844032,10809344,2145120256,4830879,422823,4408057,0,0,2543.64,61471214.66,0.62,117.37,0,1.24,0,0,0,0,15182.33,15182.33,0,15182.33,0,15182.33,584.99,0,0.83,0,50352.33,529.3,352.73,338050.69,0.96,0.04,3
13549568,2029039616,103796736,4456448,3076096,5760,0,16384,196608,3379200,724992,9547776,3006464,3620864,10784768,2020155392,8642560,95911384,10809344,2147065856,4652850,352843,4300006,0,0,1760.64,61588113.95,0.43,143.57,0,1.29,0,0,0,0,14607.82,14607.82,0,14607.82,0,14607.82,565.67,0,1.29,0,54733.34,575.13,383.42,368535.84,0.96,0.04,3
13549568,2029015040,103772160,4456448,3076096,5760,0,16384,196608,3264512,4784128,10240000,3006464,3620864,10788864,2020061184,8704000,95886288,10809344,2147221504,4751119,397111,4354008,0,0,3448.45,60494447.73,0.84,114.29,0,2.32,0,0,0,0,14979.21,14979.21,0,14979.21,0,14979.21,596.49,0,3.16,0,52519.63,552.08,367.91,354801.05,0.96,0.04,3
13545472,2029211648,103780352,4456448,3076096,5760,0,16384,196608,3264512,3948544,10240000,3006464,3620864,10784768,2020208640,8753152,95890696,10575872,2147389440,4976287,389956,4586332,0,0,4115.52,61732773.85,1,118.36,0,1.61,0,0,0,0,15021.64,15021.64,0,15021.64,0,15021.64,588.79,0,2.41,0,55077.21,578.74,385.83,373329.15,0.96,0.04,3
13549568,2029056000,103796736,4456448,3076096,5760,0,16384,196608,3379200,7811072,1851392,3006464,3620864,10788864,2019983360,8806400,95896568,10575872,2147225600,4585405,412220,4173185,0,0,4466.34,60295655.45,1.09,113.84,0,1.74,0,0,0,0,14934.34,14934.34,0,14934.34,0,14934.34,573.12,0,2.84,0,56398.73,592.97,394.95,384179.37,0.96,0.04,3
13549568,2029285376,103768064,4456448,3076096,5760,0,16384,196608,3321856,2568192,10240000,3006464,3620864,10784768,2020192256,8867840,95884888,10575872,2147483648,4734802,389282,4345520,0,0,4325.42,62718567.75,1.06,119.96,0,2.53,0,0,0,0,15030.83,15030.83,0,15030.83,0,15030.83,597.07,0,3.17,0,51264.45,539.2,359.25,349814.63,0.96,0.04,3
13549568,2028679168,103755776,4456448,3076096,5760,0,16384,196608,3334144,7499776,10240000,3006464,3620864,10788864,2019540992,8929280,95870904,10575872,2147221504,4630987,305753,4325234,0,0,7075.81,59702175.8,1.73,116.39,0,4.32,0,0,0,0,14870.26,14870.26,0,14870.26,0,14870.26,567.48,0,3.24,0,58444.13,614.12,409.42,399555.21,0.96,0.04,3
13553664,2029092864,103763968,4456448,3076096,5760,0,16384,196608,3387392,2682880,10240000,3006464,3620864,10788864,2019913728,8966144,95876680,10575872,2147483648,4756780,403010,4353770,0,0,5166.52,62558809.95,1.26,152.2,0,2.31,0,0.42,0,0,14988.29,14988.29,0,14988.29,0,14988.29,594.31,0,1.89,0,53537.48,562.57,375.04,367811,0.96,0.04,3
12992512,2029019136,103604224,4440064,3006464,5080,0,8192,196608,1331200,77824,0,3006464,3620864,10231808,2019856384,8966144,95844176,10575872,2147053568,1942243,182539,1759704,0,0,4217.8,57994802.92,1.03,110.7,0,2.06,0,0,0,0,13839.67,13839.67,0,13839.67,0,13839.67,517.96,0,0,0,135529.39,1424.13,949.42,933361.07,0.96,0.04,3
13578240,2029150208,103759872,4456448,3072000,5760,0,16384,196608,3338240,5226496,10240000,3006464,3620864,10813440,2019909632,9003008,95876392,10575872,2147221504,4913371,388982,4524389,0,0,4168.22,60439156.74,1.02,114.99,0,1.22,0,0.2,0,0,15005.58,15005.58,0,15005.58,0,15005.58,710.51,0,1.83,0,52412.28,550.74,367.16,362049.6,0.96,0.04,3
13570048,2029355008,103780352,4456448,3072000,5760,0,16384,196608,3338240,7331840,1851392,3006464,3620864,10809344,2020020224,9052160,95898680,10575872,2147483648,4869162,429975,4439187,0,0,2523.64,60987907.16,0.62,116.04,0,0.41,0,0,0,0,14984.1,14984.1,0,14984.1,0,14984.1,582.24,0,2.46,0,53122.69,558.21,372.14,367858.78,0.96,0.04,3
13574144,2028609536,103759872,4456448,3072000,5760,0,16384,196608,3350528,3231744,10240000,3006464,3620864,10809344,2019270656,9109504,95872608,10575872,2147221504,4762864,406818,4356046,0,0,3439.95,62349040.41,0.84,119.05,0,0.42,0,0,0,0,15049.77,15049.77,0,15049.77,0,15049.77,591.87,0,2.94,0,56106.58,589.56,393.04,389619.77,0.96,0.04,3
13570048,2028646400,103768064,4456448,3072000,5760,0,16384,196608,3354624,10465280,0,3006464,3620864,10805248,2019287040,9158656,95888808,10575872,2146660352,4631707,388083,4243624,0,0,4421.7,59692895.08,1.08,114,0,0,0,0,0,0,14950.86,14950.86,0,14950.86,0,14950.86,566.75,0,2.59,0,53257.25,559.62,373.08,371591.51,0.96,0.04,3
13578240,2029150208,103804928,4456448,3072000,5760,0,16384,196608,3334144,81920,10240000,3006464,3620864,10801152,2019696640,9211904,95911672,10575872,2147442688,4701307,419749,4281558,0,0,2613.74,63248181.84,0.64,143.15,0,0,0,0,0,0,14865.65,14865.65,0,14865.65,0,14865.65,604.09,0,2.77,0,56598.3,594.73,396.49,395812.27,0.96,0.04,3
13574144,2028687360,103768064,4456448,3072000,5760,0,16384,196608,3330048,5459968,10240000,3006464,3620864,10813440,2019184640,9285632,95883680,10575872,2146795520,5027390,440315,4587075,0,0,1629.47,61105265.36,0.4,119.15,0,0,0,0,0,0,15199.93,15199.93,0,15199.93,0,15199.93,581.81,0,3.58,0,50996.44,535.86,357.24,358129.77,0.96,0.04,3
13574144,2029162496,103776256,4456448,3072000,5760,0,16384,196608,3321856,2854912,30720000,3006464,3620864,10809344,2019610624,9330688,95886904,10575872,2147196928,4938101,440709,4497391,0,0,3317.87,62210149.21,0.81,119.88,0,0.61,0,0,0,0,15034.12,15034.12,0,15034.12,0,15034.12,591.73,0,2.23,0,52149.8,547.98,365.32,366893.27,0.96,0.04,3
13574144,2029113344,103788544,4456448,3072000,5760,0,16384,196608,3342336,9080832,30720000,3006464,3620864,10813440,2019524608,9355264,95895920,10575872,2147221504,3344004,319763,3024242,0,0,3674.64,58181748.59,0.9,110.94,0,0.9,0,0,0,0,14660.27,14660.27,0,14660.27,0,14660.27,554.43,0,1.79,0,77522.04,814.59,543.06,548115.67,0.96,0.04,3
13565952,2028343296,103772160,4456448,3072000,5760,0,16384,196608,3330048,204800,112640000,3006464,3620864,10805248,2018791424,9355264,95888504,10575872,2146361344,2285255,179546,2105709,0,0,1792.36,62732605.33,0.44,119.02,0,1.31,0,0.88,0,0,14450.9,14450.9,0,14450.9,0,14450.9,597.75,0,0,0,109689.73,1152.61,768.4,778001.14,0.96,0.04,3
19509248,2023714816,103624704,4456448,3072000,5760,0,16384,196608,3342336,9170944,113930240,4018176,3424256,16887808,2014150656,9367552,95731680,9957376,2147475456,3621050,332435,3288614,0,0,489793.84,56945038.59,119.58,132.83,118.47,0.55,3.87,0,3.87,0,14811.17,14811.17,0,14811.17,0,14811.17,1483.55,110.74,0.83,0,103014.87,1074.83,727.97,728094.89,0.96,0.04,3
20058112,2022285312,103579648,4456448,3076096,5760,0,16384,196608,3350528,3117056,10240000,4108288,3383296,17473536,2012635136,9388032,95688344,9957376,2146676736,5170765,417902,4752863,0,0,45944.46,63165709.52,11.22,122.23,10.25,0,0,0,0,0,15199.3,15199.3,0,15199.3,0,15199.3,919.79,10.44,0.97,0,67913.55,713.63,475.75,484904.46,0.96,0.04,3
20058112,2020835328,103563264,4456448,3072000,5760,0,16384,196608,3358720,9379840,1851392,4108288,3383296,17473536,2011201536,9404416,95669280,9957376,2145083392,4586249,466807,4119442,0,0,4465.52,60284559.34,1.09,116.22,0,0.65,0,0,0,0,15126.96,15126.96,0,15126.96,0,15126.96,572.36,0,0.87,0,56275.18,591.33,394.22,403908.07,0.96,0.04,3
20074496,2023030784,103591936,4456448,3072000,5760,0,16384,196608,3338240,2744320,10240000,4108288,3383296,17485824,2013376512,9412608,95703360,9957376,2147409920,4846116,428502,4417615,0,0,2535.64,63390971.24,0.62,123.81,0,2.27,0,0.41,0,0,15028.94,15028.94,0,15028.94,0,15028.94,607.08,0,0.41,0,53610.97,563.34,375.56,385220.45,0.96,0.04,3
20078592,2023096320,103641088,4456448,3072000,5760,0,16384,196608,3334144,1044480,10240000,4108288,3383296,17489920,2013450240,9424896,95749984,9957376,2147438592,4756967,396432,4360535,0,0,4305.26,62426331.74,1.05,121.72,0,1.26,0,0,0,0,15149.15,15149.15,0,15149.15,0,15149.15,593.24,0,0.63,0,52935.2,556.24,370.82,381117.42,0.96,0.04,3
20090880,2022424576,103591936,4456448,3072000,5760,0,16384,196608,3330048,5771264,10240000,4108288,3383296,17502208,2012737536,9437184,95701944,9957376,2146955264,4420080,356382,4063697,0,0,6486.76,60234203.91,1.58,116.06,0,1.36,0,0,0,0,15000.63,15000.63,0,15000.63,0,15000.63,575.1,0,0.68,0,57228.15,601.35,400.9,414023.95,0.96,0.04,3
20099072,2022080512,103579648,4456448,3072000,5760,8192,16384,196608,3338240,9912320,0,4108288,3383296,17514496,2012434432,9449472,95693000,9957376,2146435072,4987053,416167,4570887,0,0,1642.65,61689851.7,0.4,140.16,0,0.4,0,0,0,0,15271.54,15271.54,0,15271.54,0,15271.54,585.92,0,0.6,0,50069.45,526.76,351.11,363702.17,0.96,0.04,3
20099072,2021949440,103612416,4456448,3072000,5760,0,16384,196608,3330048,1216512,10240000,4108288,3383296,17510400,2012291072,9461760,95718776,9957376,2146709504,4688329,306210,4382118,0,0,4368.29,63340264.73,1.07,123.5,0,0.21,0,0,0,0,15016.01,15016.01,0,15016.01,0,15016.01,602.56,0,0.64,0,54891.41,576.11,384.15,398863.01,0.96,0.04,3
20111360,2022313984,103608320,4456448,3072000,5760,0,16384,196608,3358720,6721536,10240000,4108288,3383296,17526784,2012602368,9482240,95712488,9957376,2146684928,4870582,321439,4549143,0,0,2522.9,60970126.36,0.62,117.85,0,0,0,0,0,0,15137.41,15137.41,0,15137.41,0,15137.41,579.6,0,1.03,0,55217.43,580.22,386.81,402821.47,0.96,0.04,3
20144128,2021289984,103579648,4456448,3072000,5760,0,16384,196608,3334144,9973760,0,4108288,3383296,17559552,2011566080,9506816,95691664,9957376,2145865728,4988493,399099,4589394,0,0,821.09,61581724.18,0.2,119.88,0,0,0,0,0,0,15241.48,15241.48,0,15241.48,0,15241.48,588.15,0,1.2,0,52424.25,551.67,367.25,383844.58,0.96,0.04,3
20205568,2022277120,103583744,4456448,3072000,5760,0,16384,196608,3334144,7327744,10240000,4108288,3383296,17620992,2012516352,9535488,95700800,9957376,2146934784,4912859,419344,4493516,0,0,2501.19,62529781.54,0.61,122.13,0,0.41,0,0.41,0,0,15085.31,15085.31,0,15085.31,0,15085.31,596.39,0,1.42,0,54277.36,570.34,380.23,399763.56,0.96,0.04,3
20287488,2022559744,103571456,4456448,3076096,5760,0,16384,196608,3526656,4608000,10240000,4116480,3383296,17698816,2012553216,9777152,95687824,9957376,2147213312,4735723,475730,4259992,0,0,50165.1,62706370.28,3.8,122.47,1.27,10.98,0,2.53,0,2.11,15163.05,15163.05,0,15163.05,0,15163.05,607.93,1.69,1.9,0,54620.8,573.94,382.62,402029.43,0.96,0.04,3
20357120,2022658048,103571456,4456448,3072000,5760,0,16384,196608,3514368,4894720,10240000,4128768,3383296,17768448,2012618752,9797632,95688176,9957376,2147221504,4652307,366950,4285358,0,0,9684.66,61744093.84,2.36,146.59,1.5,0.86,0,0.86,0,0.21,15077.25,15077.25,0,15077.25,0,15077.25,594.11,0.86,1.07,0,56459.3,593.25,395.5,417533.28,0.96,0.04,3
20402176,2022678528,103612416,4456448,3076096,5760,0,16384,196608,3530752,10313728,40960000,4132864,3383296,17768448,2012651520,9805824,95715712,9957376,2147311616,3789198,397245,3391953,0,0,3242.9,59453214.11,0.79,115.06,0.26,0,0,0,0,0,14863.3,14863.3,0,14863.3,0,14863.3,571.89,0.26,0.53,0,65853.78,691.97,461.31,488012.24,0.96,0.04,3
20414464,2021687296,103645184,4456448,3072000,5760,0,16384,196608,3543040,10350592,92160000,4128768,3383296,17825792,2011668480,9822208,95773160,9957376,2146631680,3213215,257227,2955987,0,0,6373.68,60549947.64,1.56,117.64,0.93,0,0,0,0,0,14858.64,14858.64,0,14858.64,0,14858.64,579.48,0.31,1.24,0,87964.24,924.31,616.21,654782.2,0.96,0.04,3
21000192,2022043648,103559168,4456448,3072000,5760,0,16384,196608,3518464,5402624,92160000,4079616,3362816,18427904,2012012544,9830400,95682616,9723904,2147418112,3209301,280465,2928837,0,0,35736.13,60623793.16,8.72,116.85,7.48,0,0,0,0,0,14398.15,14398.15,0,14398.15,0,14398.15,1336.12,6.54,0.62,0,117092.48,1230.17,820.43,873996.86,0.96,0.04,3
21073920,2021797888,103550976,4456448,3072000,5760,0,16384,196608,3530752,6356992,10240000,4075520,3362816,18493440,2011738112,9838592,95667456,9723904,2147221504,3349134,287174,3061959,0,0,7338.02,61150136.12,1.79,118.24,0,0,0,0,0,0,15020,15020,0,15020,0,15020,587.02,0,0.6,0,72290.33,759.6,506.4,541121.08,0.96,0.04,3
21229568,2021519360,103542784,4456448,3072000,5760,0,16384,196608,3518464,8028160,10240000,4067328,3362816,18640896,2011467776,9842688,95664248,9723904,2147315712,4678507,299504,4379003,0,0,13132.39,61341415.11,3.21,132.73,2.56,1.07,0,0.43,0,0,15074.89,15074.89,0,15074.89,0,15074.89,592.07,1.71,0.21,0,57490.78,604.04,402.69,431825.15,0.96,0.04,3
21401600,2021593088,103550976,4456448,3076096,5760,0,16384,196608,3543040,73728,10240000,4071424,3362816,18812928,2011488256,9854976,95671648,9306112,2147135488,4688414,362554,4325861,0,0,24462,63339116.38,5.97,123.5,5.55,0,0,0,0,0,15043.04,15043.04,0,15043.04,0,15043.04,590.39,2.35,0.64,0,55664.24,584.85,389.9,418941.03,0.96,0.04,3
9211904,2082279424,24940544,2670592,1794048,4440,0,8192,77824,1015808,0,0,954368,2506752,6914048,619827200,1462374400,20280768,6463488,2116820992,484700,196181,288520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.76,0,0,0,1675184.65,17602.64,11735.09,7594375.9,0.89,0.11,3
9781248,2102972416,34488320,2686976,1863680,5120,0,16384,77824,3014656,310751232,0,954368,2506752,7479296,637341696,1465446400,29683992,6463488,2147397632,4964065,407958,4556107,0,0,607295.84,0,16.92,0,0,86.22,0,1.41,0,0.2,14413.99,14413.99,0,14413.99,0,14413.99,740.52,5.44,12.89,0,56593.13,594.88,396.45,306098.73,0.92,0.08,3
9785344,2093928448,43622400,2686976,1863680,5120,0,16384,77824,2994176,291434496,7405568,954368,2506752,7483392,613724160,1480097792,38818352,6463488,2147483648,5101760,441281,4660479,0,0,0,67103054.63,0,79.97,0,0,0,0,0,0,15894.12,15890.99,0,15894.12,0,15890.99,606.07,0,819.72,7.06,49917.28,525.11,349.68,270694.62,0.94,0.06,3
9781248,2092851200,44429312,2686976,1863680,5120,0,16384,77824,2928640,278835200,0,954368,2506752,7479296,612597760,1480101888,39629320,6463488,2147221504,5110908,396988,4713920,0,0,0,65444214.61,0,77.68,0,0,0,0,0,0,15427.4,15427.4,0,15427.4,0,15427.4,623.96,0,0.59,0,51950.65,546.09,363.93,283615.16,0.94,0.06,3
9797632,2092240896,44929024,2686976,1863680,5120,0,16384,77824,2940928,159940608,0,954368,2506752,7499776,612024320,1480101888,40125296,6463488,2147483648,3183865,257009,2926856,0,0,0,99393963,0,114.64,0,0,0,0,0,0,15196.62,15196.62,0,15196.62,0,15196.62,595.5,0,0,0,77116.96,810.34,540.22,421877.81,0.94,0.06,3
9801728,2091646976,45764608,2686976,1863680,5120,0,16384,77824,2920448,276971520,0,954368,2506752,7499776,611459072,1480110080,40951392,6463488,2147483648,5092933,320786,4772146,0,0,3217.01,40212584.77,0.79,44.96,0,0.79,0,0.79,0,0.79,15456.71,15456.71,0,15456.71,0,15456.71,624.59,0,0.39,0,49779.57,523.08,348.72,273128.47,0.94,0.06,3
9805824,2090876928,46555136,2686976,1863680,5120,0,16384,77824,2924544,261214208,0,954368,2506752,7503872,610594816,1480118272,41747984,6463488,2147483648,5112808,369616,4743193,0,0,0,66092839.79,0,80.58,0,0,0,0,0,0,15421.66,15421.66,0,15421.66,0,15421.66,603.78,0,0.39,0,51931.35,545.69,363.79,286200.46,0.95,0.05,3
9797632,2089754624,47357952,2686976,1867776,5120,0,16384,77824,2895872,286609408,0,954368,2506752,7495680,609492992,1480142848,42559296,6463488,2147483648,5110815,460670,4650145,0,0,0,58104235.82,0,67.7,0,0,0,0,0,0,15452.72,15452.72,0,15452.72,0,15452.72,603.62,0,1.17,0,52286.77,549.42,366.28,289822.86,0.95,0.05,3
9801728,2089103360,48173056,2686976,1863680,5120,0,16384,77824,2895872,290963456,0,954368,2506752,7499776,608841728,1480159232,43371088,6463488,2147483648,5114410,345172,4769237,0,0,0,62067765.39,0,75.86,0,0,0,0,0,0,15391.8,15391.8,0,15391.8,0,15391.8,622.16,0,0.78,0,52250.02,549.04,366.02,290026.61,0.95,0.05,3
9801728,2088398848,48992256,2686976,1863680,5120,0,16384,77824,2940928,244617216,0,954368,2506752,7499776,608149504,1480167424,44192600,6463488,2147475456,5110871,356421,4754450,0,0,0,72218365.91,0,86.48,0,0,0,0,0,0,15452.55,15452.55,0,15452.55,0,15452.55,602.83,0,0.39,0,51280.69,538.85,359.23,286008.39,0.95,0.05,3
9797632,2087723008,49807360,2686976,1863680,5120,0,16384,77824,2994176,106553344,0,954368,2506752,7495680,607408128,1480175616,45009712,6463488,2147483648,5101708,357478,4744231,0,0,0,90232770.67,0,109.77,0,0,0,0,0,0,15455.22,15455.22,0,15455.22,0,15455.22,622.73,0,709.17,0,50029.72,525.71,350.47,280488.42,0.95,0.05,3
9822208,2086735872,50614272,2686976,1863680,5120,0,16384,77824,2994176,212430848,0,954368,2506752,7524352,606429184,1480187904,45816416,6463488,2147483648,5111962,463159,4648803,0,0,0,42066040.4,0,52.62,0,0,0,0,0,0,15374.14,15374.14,0,15374.14,0,15374.14,604.07,0,0.59,0,49035.77,515.26,343.51,275485.42,0.95,0.05,3
9818112,2085576704,51372032,2686976,1863680,5120,0,16384,77824,2981888,278253568,0,954368,2506752,7516160,605282304,1480192000,46571520,6463488,2147221504,4817937,406513,4411424,0,0,0,48883993.29,0,58.74,0,0,0,0,0,0,15329.38,15329.38,0,15329.38,0,15329.38,618.73,0,0.21,0,53094.92,557.92,371.94,300168.93,0.95,0.05,3
9822208,2084675584,52187136,2686976,1863680,5120,0,16384,77824,2891776,283033600,0,954368,2506752,7524352,604372992,1480200192,47388464,6463488,2146881536,5120739,453899,4666839,0,0,0,61862271.05,0,75.58,0,0,0,0,0,0,15372.78,15372.78,0,15372.78,0,15372.78,604.4,0,0.39,0,53300.51,560.08,373.38,302313.98,0.95,0.05,3
